id,user_id,user_name,game_id,type,title,viewer_count,started_at,language,thumbnail_url,tag_ids
36397910848,20993498,Aa9skillz,512804,live,RTG GRIND!! PACKING SOMETHING BIG BIG BIG! !Prime @AA9Skillz,3042,2019-12-11T23:56:52Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_aa9skillz-{width}x{height}.jpg,['6ea6bca4-4712-4ab9-a906-e3336a9d8039']
36396577984,42296879,Datto,497057,live,real ritual weapon hours,3015,2019-12-11T20:08:49Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_datto-{width}x{height}.jpg,['6ea6bca4-4712-4ab9-a906-e3336a9d8039']
36397169760,52614128,thedarkness,513319,live,MONSTRO DAS QUADRAS - não peça pra mudar o jogo <3 e divirta-se,2978,2019-12-11T22:04:53Z,pt,https://static-cdn.jtvnw.net/previews-ttv/live_user_thedarkness-{width}x{height}.jpg,"['39ee8140-901a-4762-bfca-8260dea1310f', '2a14b52e-d459-4c92-be11-5d86b898f6b6']"
36399498352,4329841,harbleu,488552,live,"New Patch, New House, New Emotes, Same harb.",2962,2019-12-12T03:09:46Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_harbleu-{width}x{height}.jpg,['6ea6bca4-4712-4ab9-a906-e3336a9d8039']
36398298576,114476906,KabajiOW,488552,live,going for rank 1 dps !GMSR !pugs,2956,2019-12-12T00:46:49Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_kabajiow-{width}x{height}.jpg,['6ea6bca4-4712-4ab9-a906-e3336a9d8039']
36397843712,75502413,NairoMK,504461,live,Offline play with friend Baboonga! TGA tomorrow!,2863,2019-12-11T23:47:34Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_nairomk-{width}x{height}.jpg,['6ea6bca4-4712-4ab9-a906-e3336a9d8039']
36396408784,78583120,zalae,138585,live,#1 legend or I'm a stupid noob,2826,2019-12-11T19:26:35Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_zalae-{width}x{height}.jpg,"['6ea6bca4-4712-4ab9-a906-e3336a9d8039', 'b157e8d6-b7ba-49f4-836f-09886c072f1f', '35c4c2dc-f42a-4adc-9083-0f71422967f3', 'd9f4aac9-0ca6-4181-828b-4594725bfa0c']"
287738513,174955366,Solary,21779,live,RUSH MASSIF PRESAISON 2000€ | UNRANKED TO MASTER (1 SEMAINE) !rush,2776,2019-12-10T16:05:41Z,fr,https://static-cdn.jtvnw.net/previews-ttv/live_user_solary-{width}x{height}.jpg,['6f655045-9989-4ef7-8f85-1edcec42d648']
36399404160,40934651,ludwig,509658,live,BEATING POKEMON TODAY !ludlocke !PO !MERCH !poker !match,2721,2019-12-12T02:58:27Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_ludwig-{width}x{height}.jpg,"['6ea6bca4-4712-4ab9-a906-e3336a9d8039', '81df4005-f654-40b2-9fc0-9fd767bc8e3e', '07a1b526-3725-4ba5-8c53-efaad4941fb9', '6a0c6ea2-84eb-42b1-a8bb-59fd684bfe1a']"
36397150112,177730578,Odablock,459931,live,Staking with greekgodx peepoHappy // !merch !newvid !zebt !discord,2642,2019-12-11T22:01:39Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_odablock-{width}x{height}.jpg,['6ea6bca4-4712-4ab9-a906-e3336a9d8039']
36398439056,9679595,Grimmmz,491931,live,[!title !prime] twitter.com/MrGrimmmmz - So you thought there wasn't any raiders or boss bodyguards at the bunker....,2635,2019-12-12T01:02:04Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_grimmmz-{width}x{height}.jpg,['6ea6bca4-4712-4ab9-a906-e3336a9d8039']
36396626048,94269217,FENGRUSH,493959,live,RED DED  - !displate ,2599,2019-12-11T20:20:15Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_fengrush-{width}x{height}.jpg,['6ea6bca4-4712-4ab9-a906-e3336a9d8039']
36398130640,35758713,CalebDMTG,2748,live,HAPPY HOLIDAY CUBE ERRYONE,2588,2019-12-12T00:25:26Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_calebdmtg-{width}x{height}.jpg,"['6ea6bca4-4712-4ab9-a906-e3336a9d8039', 'b157e8d6-b7ba-49f4-836f-09886c072f1f']"
294258561,20786541,Yogscast,509663,live,JINGLE JAM 2019 DAY 11 REBROADCAST!,2584,2019-12-11T23:19:19Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_yogscast-{width}x{height}.jpg,['6ea6bca4-4712-4ab9-a906-e3336a9d8039']
36399380896,73779954,Diegosaurs,511224,live,TSM Diego // Chillin UwU,2555,2019-12-12T02:55:35Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_diegosaurs-{width}x{height}.jpg,['6ea6bca4-4712-4ab9-a906-e3336a9d8039']
36399641296,38594688,mrfreshasian,33214,live,DUO SCRIMS || USE CODE FRESH || !emotes !socials !newvid !focus || #EpicPartner,2542,2019-12-12T03:29:25Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_mrfreshasian-{width}x{height}.jpg,['6ea6bca4-4712-4ab9-a906-e3336a9d8039']
36399170560,30672329,Felps,503116,live,mini live divertida demais ! !!! !,2495,2019-12-12T02:28:55Z,pt,https://static-cdn.jtvnw.net/previews-ttv/live_user_felps-{width}x{height}.jpg,['39ee8140-901a-4762-bfca-8260dea1310f']
